lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13269
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13270
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13271
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13272
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12942
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12943
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12944
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12945
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12946
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12947
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12948
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12949
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12950
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13066
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13067
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13068
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13069
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13070
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13071
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13072
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13073
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13172
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13173
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13174
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13175
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13176
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13177
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13178
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13179
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13180
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13181
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13182
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13273
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13274
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13275
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13276
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13277
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13278
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,13279
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,2002 changed,,,,,,,,,,,,,Otorohanga,12951
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12952
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12953
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,Classification,,,,,,,,,,,,,,,Otorohanga,12954
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,12955
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,Pine Forest - Closed Canopy,,,,,,,,,,,,,,,,,Otorohanga,12956
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12957
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,12958
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12959
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Mixed Exotic Shrubland,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,12960
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13074
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,13075
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,13076
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13077
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,13078
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13079
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,Classification,,,,,,,,,,,,,,,Otorohanga,13080
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12672
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12673
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12674
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12675
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12742
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12743
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12859
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12860
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12861
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12862
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12863
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12864
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12865
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,12589
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12590
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12591
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12592
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12744
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,Otorohanga,12745
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Mixed Exotic Shrubland,,,,,,,,,,,,,,,,,Otorohanga,12746
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,Other Exotic Forest,,,,,,,,,,,,,,,,Otorohanga,12747
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12755
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12756
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12757
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12758
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Other Exotic Forest,,,,,,,,,,,,,,,,,,Otorohanga,12510
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12511
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12512
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Fernland,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,12513
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Fernland,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,12514
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12515
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12516
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12593
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12594
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12595
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,Otorohanga,12596
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12597
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12598
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Mixed Exotic Shrubland,Indigenous Forest,,,,,,,,,,,,,,,,Otorohanga,12748
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,Classification,,,,,,,,,,,,,,,Otorohanga,12749
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12750
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12751
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12752
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12753
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12754
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12759
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12760
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12761
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12762
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12763
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,12517
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,Classification,,,,,,,,,,,,,,,Otorohanga,12518
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Gorse and Broom,Indigenous Forest,Classification,,,,,,,,,,,,,,,Otorohanga,12519
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12520
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12521
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12599
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12600
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12601
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12602
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12603
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12604
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12605
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Fernland,,,,,,,,,,,,,,,,,,Otorohanga,12606
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12676
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12677
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,12678
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12764
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12765
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12766
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12767
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12768
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12769
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12522
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Pine Forest - Closed Canopy,,,,,,,,,,,,,,,,,,Otorohanga,12523
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12524
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,Otorohanga,12607
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12608
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12609
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,,Otorohanga,12610
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,,Otorohanga,12611
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12679
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12680
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12681
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12682
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12683
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12684
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Fernland,,,,,,,,,,,,,,,,Otorohanga,12770
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12771
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12772
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12773
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12774
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12775
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12776
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12525
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12526
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12527
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12528
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12529
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12612
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,2002 changed,,,,,,,,,,,,,Otorohanga,12613
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12614
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12615
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12685
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12686
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12687
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12688
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12689
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12690
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12777
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12778
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12779
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,Otorohanga,12780
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12781
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12782
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,12783
